Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
39777 Pace Gateway,RESIDENTIAL,967,39777 Pace Gateway LAND TR Fee Owner,"$403,787 ","$11,291 ",$0 ,$0.00 ,$0.00 ,$0.00 
5080 Miller Rue Apt. 939,COMMERCIAL B,535,5080 Miller Rue Apt. 939 LAND TR Fee Owner,"$887,578 ","$49,936 ",$0 ,$0.00 ,$0.00 ,$0.00 
0453 Rachel Ways,COMMERCIAL A,833,0453 Rachel Ways LAND TR Fee Owner,"$519,108 ","$58,046 ",$0 ,$0.00 ,$0.00 ,$0.00 
9391 Melissa Flat,RESIDENTIAL,508,9391 Melissa Flat LAND TR Fee Owner,"$747,246 ","$75,120 ",$0 ,$0.00 ,$0.00 ,$0.00 
77074 Taylor Stravenue,RESIDENTIAL,197,77074 Taylor Stravenue LAND TR Fee Owner,"$367,906 ","$36,801 ",$0 ,$0.00 ,$0.00 ,$0.00 
12428 Ramsey Falls,COMMERCIAL B,473,12428 Ramsey Falls LAND TR Fee Owner,"$212,704 ","$21,392 ",$0 ,$0.00 ,$0.00 ,$0.00 
4693 Weaver Rue Apt. 161,RESIDENTIAL,457,4693 Weaver Rue Apt. 161 LAND TR Fee Owner,"$155,505 ","$49,627 ",$0 ,$0.00 ,$0.00 ,$0.00 
833 Justin Dam Suite 986,RESIDENTIAL,822,833 Justin Dam Suite 986 LAND TR Fee Owner,"$357,287 ","$81,498 ",$0 ,$0.00 ,$0.00 ,$0.00 
86159 Morrow Falls,COMMERCIAL B,371,86159 Morrow Falls LAND TR Fee Owner,"$495,519 ","$95,609 ",$0 ,$0.00 ,$0.00 ,$0.00 
6157 Haas Islands,RESIDENTIAL,237,6157 Haas Islands LAND TR Fee Owner,"$158,053 ","$32,092 ",$0 ,$0.00 ,$0.00 ,$0.00 
115 Emily Curve,COMMERCIAL A,752,115 Emily Curve LAND TR Fee Owner,"$101,476 ","$99,737 ",$0 ,$0.00 ,$0.00 ,$0.00 
0753 Hunter Mountain Apt. 217,COMMERCIAL B,549,0753 Hunter Mountain Apt. 217 LAND TR Fee Owner,"$763,132 ","$71,923 ",$0 ,$0.00 ,$0.00 ,$0.00 
8318 Stewart Motorway Apt. 888,COMMERCIAL A,180,8318 Stewart Motorway Apt. 888 LAND TR Fee Owner,"$269,022 ","$64,736 ",$0 ,$0.00 ,$0.00 ,$0.00 
015 Estrada Bridge Suite 220,RESIDENTIAL,994,015 Estrada Bridge Suite 220 LAND TR Fee Owner,"$447,919 ","$76,907 ",$0 ,$0.00 ,$0.00 ,$0.00 
29029 Elizabeth Greens Apt. 947,COMMERCIAL A,151,29029 Elizabeth Greens Apt. 947 LAND TR Fee Owner,"$224,140 ","$22,045 ",$0 ,$0.00 ,$0.00 ,$0.00 
49460 Richard Forge Suite 940,COMMERCIAL B,281,49460 Richard Forge Suite 940 LAND TR Fee Owner,"$207,790 ","$25,586 ",$0 ,$0.00 ,$0.00 ,$0.00 
41252 Joel Park Apt. 671,COMMERCIAL B,590,41252 Joel Park Apt. 671 LAND TR Fee Owner,"$113,563 ","$32,423 ",$0 ,$0.00 ,$0.00 ,$0.00 
81860 Shane Passage Suite 920,RESIDENTIAL,929,81860 Shane Passage Suite 920 LAND TR Fee Owner,"$167,748 ","$26,165 ",$0 ,$0.00 ,$0.00 ,$0.00 
56351 Erickson Station Apt. 632,COMMERCIAL A,627,56351 Erickson Station Apt. 632 LAND TR Fee Owner,"$508,322 ","$88,738 ",$0 ,$0.00 ,$0.00 ,$0.00 
0832 Lucero River Suite 882,COMMERCIAL A,605,0832 Lucero River Suite 882 LAND TR Fee Owner,"$584,318 ","$88,379 ",$0 ,$0.00 ,$0.00 ,$0.00 
0136 Ramos Way Apt. 751,RESIDENTIAL,911,0136 Ramos Way Apt. 751 LAND TR Fee Owner,"$941,616 ","$92,952 ",$0 ,$0.00 ,$0.00 ,$0.00 
2152 Armstrong Lights,RESIDENTIAL,163,2152 Armstrong Lights LAND TR Fee Owner,"$841,853 ","$94,293 ",$0 ,$0.00 ,$0.00 ,$0.00 
959 April Stravenue Apt. 652,RESIDENTIAL,124,959 April Stravenue Apt. 652 LAND TR Fee Owner,"$325,608 ","$26,734 ",$0 ,$0.00 ,$0.00 ,$0.00 
086 Parker Extensions,COMMERCIAL A,227,086 Parker Extensions LAND TR Fee Owner,"$735,955 ","$59,222 ",$0 ,$0.00 ,$0.00 ,$0.00 
95535 Amber Creek,RESIDENTIAL,590,95535 Amber Creek LAND TR Fee Owner,"$131,967 ","$74,274 ",$0 ,$0.00 ,$0.00 ,$0.00 
02700 Sheryl Ville Apt. 808,RESIDENTIAL,873,02700 Sheryl Ville Apt. 808 LAND TR Fee Owner,"$926,907 ","$49,700 ",$0 ,$0.00 ,$0.00 ,$0.00 
92292 Lopez Lakes Suite 657,COMMERCIAL B,743,92292 Lopez Lakes Suite 657 LAND TR Fee Owner,"$615,494 ","$45,996 ",$0 ,$0.00 ,$0.00 ,$0.00 
007 Jones Hills Apt. 338,RESIDENTIAL,574,007 Jones Hills Apt. 338 LAND TR Fee Owner,"$787,530 ","$20,986 ",$0 ,$0.00 ,$0.00 ,$0.00 
1279 Wood Viaduct Apt. 980,COMMERCIAL A,980,1279 Wood Viaduct Apt. 980 LAND TR Fee Owner,"$178,784 ","$77,902 ",$0 ,$0.00 ,$0.00 ,$0.00 
0838 Hall Brook,COMMERCIAL A,278,0838 Hall Brook LAND TR Fee Owner,"$994,655 ","$33,082 ",$0 ,$0.00 ,$0.00 ,$0.00 
92716 Emily Manors Suite 203,COMMERCIAL B,496,92716 Emily Manors Suite 203 LAND TR Fee Owner,"$611,010 ","$54,422 ",$0 ,$0.00 ,$0.00 ,$0.00 
286 Curtis Shore,COMMERCIAL A,770,286 Curtis Shore LAND TR Fee Owner,"$318,705 ","$61,559 ",$0 ,$0.00 ,$0.00 ,$0.00 
0997 Danielle Mews Apt. 707,COMMERCIAL A,590,0997 Danielle Mews Apt. 707 LAND TR Fee Owner,"$661,812 ","$44,492 ",$0 ,$0.00 ,$0.00 ,$0.00 
485 David Ranch,COMMERCIAL B,156,485 David Ranch LAND TR Fee Owner,"$430,266 ","$19,911 ",$0 ,$0.00 ,$0.00 ,$0.00 
07419 Drew Plain Suite 609,COMMERCIAL B,514,07419 Drew Plain Suite 609 LAND TR Fee Owner,"$182,056 ","$11,777 ",$0 ,$0.00 ,$0.00 ,$0.00 
3315 Fitzgerald Falls Suite 788,COMMERCIAL B,292,3315 Fitzgerald Falls Suite 788 LAND TR Fee Owner,"$671,129 ","$58,135 ",$0 ,$0.00 ,$0.00 ,$0.00 
9460 Edward Mill,RESIDENTIAL,215,9460 Edward Mill LAND TR Fee Owner,"$313,398 ","$14,194 ",$0 ,$0.00 ,$0.00 ,$0.00 
18180 Reese Via,RESIDENTIAL,768,18180 Reese Via LAND TR Fee Owner,"$259,600 ","$17,733 ",$0 ,$0.00 ,$0.00 ,$0.00 
6804 Rodriguez Forest Suite 012,COMMERCIAL A,112,6804 Rodriguez Forest Suite 012 LAND TR Fee Owner,"$603,190 ","$89,270 ",$0 ,$0.00 ,$0.00 ,$0.00 
544 Mitchell Rapid,COMMERCIAL A,414,544 Mitchell Rapid LAND TR Fee Owner,"$949,973 ","$80,013 ",$0 ,$0.00 ,$0.00 ,$0.00 
7291 Parker Burgs,COMMERCIAL A,657,7291 Parker Burgs LAND TR Fee Owner,"$335,232 ","$87,836 ",$0 ,$0.00 ,$0.00 ,$0.00 
950 Rogers Ridges,COMMERCIAL A,661,950 Rogers Ridges LAND TR Fee Owner,"$931,702 ","$49,125 ",$0 ,$0.00 ,$0.00 ,$0.00 
104 Haley Village Suite 082,RESIDENTIAL,111,104 Haley Village Suite 082 LAND TR Fee Owner,"$958,236 ","$23,581 ",$0 ,$0.00 ,$0.00 ,$0.00 
1703 Medina Port Suite 956,RESIDENTIAL,526,1703 Medina Port Suite 956 LAND TR Fee Owner,"$770,982 ","$71,749 ",$0 ,$0.00 ,$0.00 ,$0.00 
7506 Nathan Fall Apt. 536,COMMERCIAL A,884,7506 Nathan Fall Apt. 536 LAND TR Fee Owner,"$820,619 ","$91,523 ",$0 ,$0.00 ,$0.00 ,$0.00 
648 Melissa Plaza,RESIDENTIAL,666,648 Melissa Plaza LAND TR Fee Owner,"$921,152 ","$54,913 ",$0 ,$0.00 ,$0.00 ,$0.00 
040 Smith Knoll,COMMERCIAL A,717,040 Smith Knoll LAND TR Fee Owner,"$540,736 ","$24,714 ",$0 ,$0.00 ,$0.00 ,$0.00 
70814 Jeffrey Villages Apt. 222,COMMERCIAL A,168,70814 Jeffrey Villages Apt. 222 LAND TR Fee Owner,"$956,326 ","$62,880 ",$0 ,$0.00 ,$0.00 ,$0.00 
85208 Paul Roads,RESIDENTIAL,145,85208 Paul Roads LAND TR Fee Owner,"$376,395 ","$12,367 ",$0 ,$0.00 ,$0.00 ,$0.00 
145 Victor Lodge,COMMERCIAL A,940,145 Victor Lodge LAND TR Fee Owner,"$508,072 ","$26,646 ",$0 ,$0.00 ,$0.00 ,$0.00 
8673 Cantrell Field Apt. 000,COMMERCIAL B,299,8673 Cantrell Field Apt. 000 LAND TR Fee Owner,"$597,864 ","$27,173 ",$0 ,$0.00 ,$0.00 ,$0.00 
17759 Ana Springs,COMMERCIAL A,930,17759 Ana Springs LAND TR Fee Owner,"$628,717 ","$84,431 ",$0 ,$0.00 ,$0.00 ,$0.00 
295 Holland Extensions Apt. 663,RESIDENTIAL,232,295 Holland Extensions Apt. 663 LAND TR Fee Owner,"$473,613 ","$79,900 ",$0 ,$0.00 ,$0.00 ,$0.00 
605 Robles Valley,RESIDENTIAL,647,605 Robles Valley LAND TR Fee Owner,"$875,089 ","$71,229 ",$0 ,$0.00 ,$0.00 ,$0.00 
51138 Lewis Roads,COMMERCIAL B,439,51138 Lewis Roads LAND TR Fee Owner,"$292,772 ","$74,594 ",$0 ,$0.00 ,$0.00 ,$0.00 
6586 Jeffrey Oval,COMMERCIAL B,833,6586 Jeffrey Oval LAND TR Fee Owner,"$464,218 ","$67,944 ",$0 ,$0.00 ,$0.00 ,$0.00 
226 Anderson Rapids,RESIDENTIAL,963,226 Anderson Rapids LAND TR Fee Owner,"$487,204 ","$37,063 ",$0 ,$0.00 ,$0.00 ,$0.00 
712 Meredith Springs,COMMERCIAL B,171,712 Meredith Springs LAND TR Fee Owner,"$447,081 ","$67,842 ",$0 ,$0.00 ,$0.00 ,$0.00 
675 Richard Views,COMMERCIAL A,707,675 Richard Views LAND TR Fee Owner,"$656,193 ","$26,778 ",$0 ,$0.00 ,$0.00 ,$0.00 
11601 Butler Inlet,RESIDENTIAL,674,11601 Butler Inlet LAND TR Fee Owner,"$499,003 ","$25,871 ",$0 ,$0.00 ,$0.00 ,$0.00 
3607 Marquez Hollow,COMMERCIAL A,155,3607 Marquez Hollow LAND TR Fee Owner,"$175,188 ","$92,129 ",$0 ,$0.00 ,$0.00 ,$0.00 
810 Shelton Cliff,RESIDENTIAL,745,810 Shelton Cliff LAND TR Fee Owner,"$832,499 ","$17,450 ",$0 ,$0.00 ,$0.00 ,$0.00 
6515 Mcdowell Pike,COMMERCIAL B,535,6515 Mcdowell Pike LAND TR Fee Owner,"$371,471 ","$53,819 ",$0 ,$0.00 ,$0.00 ,$0.00 
88129 Baker Estates Apt. 774,COMMERCIAL B,267,88129 Baker Estates Apt. 774 LAND TR Fee Owner,"$860,805 ","$94,082 ",$0 ,$0.00 ,$0.00 ,$0.00 
844 Boyer Walks Suite 792,COMMERCIAL A,799,844 Boyer Walks Suite 792 LAND TR Fee Owner,"$222,395 ","$10,255 ",$0 ,$0.00 ,$0.00 ,$0.00 
530 Butler Shore,COMMERCIAL B,195,530 Butler Shore LAND TR Fee Owner,"$597,749 ","$44,374 ",$0 ,$0.00 ,$0.00 ,$0.00 
14050 Hopkins Pine,COMMERCIAL A,904,14050 Hopkins Pine LAND TR Fee Owner,"$103,404 ","$47,350 ",$0 ,$0.00 ,$0.00 ,$0.00 
976 Paul Plaza Suite 714,COMMERCIAL B,127,976 Paul Plaza Suite 714 LAND TR Fee Owner,"$382,056 ","$43,629 ",$0 ,$0.00 ,$0.00 ,$0.00 
341 Doyle Rapids,RESIDENTIAL,127,341 Doyle Rapids LAND TR Fee Owner,"$150,565 ","$97,590 ",$0 ,$0.00 ,$0.00 ,$0.00 
609 Dawson Corners Apt. 879,RESIDENTIAL,745,609 Dawson Corners Apt. 879 LAND TR Fee Owner,"$885,995 ","$70,542 ",$0 ,$0.00 ,$0.00 ,$0.00 
7215 Francisco Brooks,RESIDENTIAL,810,7215 Francisco Brooks LAND TR Fee Owner,"$977,481 ","$76,126 ",$0 ,$0.00 ,$0.00 ,$0.00 
8566 Richard Fall Suite 174,RESIDENTIAL,628,8566 Richard Fall Suite 174 LAND TR Fee Owner,"$909,142 ","$91,150 ",$0 ,$0.00 ,$0.00 ,$0.00 
77668 Weiss Junction Suite 693,COMMERCIAL A,581,77668 Weiss Junction Suite 693 LAND TR Fee Owner,"$998,536 ","$42,113 ",$0 ,$0.00 ,$0.00 ,$0.00 
38646 Christina Unions Suite 965,RESIDENTIAL,942,38646 Christina Unions Suite 965 LAND TR Fee Owner,"$506,509 ","$84,456 ",$0 ,$0.00 ,$0.00 ,$0.00 
5587 Parker Stravenue Apt. 542,COMMERCIAL B,416,5587 Parker Stravenue Apt. 542 LAND TR Fee Owner,"$846,525 ","$58,990 ",$0 ,$0.00 ,$0.00 ,$0.00 
6442 Emily Fall Apt. 581,COMMERCIAL B,670,6442 Emily Fall Apt. 581 LAND TR Fee Owner,"$388,776 ","$93,841 ",$0 ,$0.00 ,$0.00 ,$0.00 
66323 Woods Parks Suite 365,RESIDENTIAL,760,66323 Woods Parks Suite 365 LAND TR Fee Owner,"$956,935 ","$91,510 ",$0 ,$0.00 ,$0.00 ,$0.00 
1683 Glass Heights Apt. 930,COMMERCIAL B,642,1683 Glass Heights Apt. 930 LAND TR Fee Owner,"$470,358 ","$34,003 ",$0 ,$0.00 ,$0.00 ,$0.00 
8709 Brandon Mount Apt. 877,COMMERCIAL A,153,8709 Brandon Mount Apt. 877 LAND TR Fee Owner,"$421,430 ","$53,842 ",$0 ,$0.00 ,$0.00 ,$0.00 
1754 Caldwell Knoll,COMMERCIAL B,912,1754 Caldwell Knoll LAND TR Fee Owner,"$485,857 ","$70,151 ",$0 ,$0.00 ,$0.00 ,$0.00 
12913 Massey Key Apt. 124,COMMERCIAL B,326,12913 Massey Key Apt. 124 LAND TR Fee Owner,"$518,579 ","$76,460 ",$0 ,$0.00 ,$0.00 ,$0.00 
5920 Melissa Mission,COMMERCIAL A,744,5920 Melissa Mission LAND TR Fee Owner,"$294,191 ","$57,850 ",$0 ,$0.00 ,$0.00 ,$0.00 
611 Michael Cove,COMMERCIAL B,179,611 Michael Cove LAND TR Fee Owner,"$610,991 ","$81,699 ",$0 ,$0.00 ,$0.00 ,$0.00 
62217 Katherine Ways Suite 831,RESIDENTIAL,970,62217 Katherine Ways Suite 831 LAND TR Fee Owner,"$983,955 ","$14,693 ",$0 ,$0.00 ,$0.00 ,$0.00 
891 Heather Drive,COMMERCIAL A,943,891 Heather Drive LAND TR Fee Owner,"$670,696 ","$16,686 ",$0 ,$0.00 ,$0.00 ,$0.00 
360 Wiggins Extensions,RESIDENTIAL,593,360 Wiggins Extensions LAND TR Fee Owner,"$809,459 ","$74,582 ",$0 ,$0.00 ,$0.00 ,$0.00 
34445 Robert Road,COMMERCIAL A,214,34445 Robert Road LAND TR Fee Owner,"$147,784 ","$93,931 ",$0 ,$0.00 ,$0.00 ,$0.00 
093 Christine Glen,COMMERCIAL B,437,093 Christine Glen LAND TR Fee Owner,"$151,954 ","$12,989 ",$0 ,$0.00 ,$0.00 ,$0.00 
3092 Mathews Ramp Suite 781,COMMERCIAL B,675,3092 Mathews Ramp Suite 781 LAND TR Fee Owner,"$200,292 ","$55,322 ",$0 ,$0.00 ,$0.00 ,$0.00 
2674 Benjamin Orchard,COMMERCIAL A,466,2674 Benjamin Orchard LAND TR Fee Owner,"$883,785 ","$34,441 ",$0 ,$0.00 ,$0.00 ,$0.00 
445 Larson Tunnel,COMMERCIAL B,429,445 Larson Tunnel LAND TR Fee Owner,"$597,253 ","$24,577 ",$0 ,$0.00 ,$0.00 ,$0.00 
004 Ruiz Loop Suite 209,COMMERCIAL B,566,004 Ruiz Loop Suite 209 LAND TR Fee Owner,"$115,803 ","$65,490 ",$0 ,$0.00 ,$0.00 ,$0.00 
84281 Rodney Forge,RESIDENTIAL,483,84281 Rodney Forge LAND TR Fee Owner,"$266,417 ","$63,471 ",$0 ,$0.00 ,$0.00 ,$0.00 
80537 Taylor Mall,RESIDENTIAL,109,80537 Taylor Mall LAND TR Fee Owner,"$930,549 ","$10,233 ",$0 ,$0.00 ,$0.00 ,$0.00 
602 Bradley Expressway Suite 831,RESIDENTIAL,536,602 Bradley Expressway Suite 831 LAND TR Fee Owner,"$511,016 ","$45,172 ",$0 ,$0.00 ,$0.00 ,$0.00 
977 Laura Mount Suite 855,COMMERCIAL B,469,977 Laura Mount Suite 855 LAND TR Fee Owner,"$582,896 ","$49,045 ",$0 ,$0.00 ,$0.00 ,$0.00 
88026 Paul Lights Apt. 415,RESIDENTIAL,652,88026 Paul Lights Apt. 415 LAND TR Fee Owner,"$750,069 ","$33,258 ",$0 ,$0.00 ,$0.00 ,$0.00 
246 Daniels Loaf,RESIDENTIAL,620,246 Daniels Loaf LAND TR Fee Owner,"$513,608 ","$24,840 ",$0 ,$0.00 ,$0.00 ,$0.00 
0076 David Roads,RESIDENTIAL,383,0076 David Roads LAND TR Fee Owner,"$315,005 ","$99,617 ",$0 ,$0.00 ,$0.00 ,$0.00 
2917 Kristina Extension,COMMERCIAL A,445,2917 Kristina Extension LAND TR Fee Owner,"$842,852 ","$58,712 ",$0 ,$0.00 ,$0.00 ,$0.00 
5522 Fischer Union,COMMERCIAL B,483,5522 Fischer Union LAND TR Fee Owner,"$117,366 ","$35,514 ",$0 ,$0.00 ,$0.00 ,$0.00 
0014 Mitchell Highway,COMMERCIAL A,274,0014 Mitchell Highway LAND TR Fee Owner,"$953,091 ","$27,546 ",$0 ,$0.00 ,$0.00 ,$0.00 
5990 Jessica Vista Apt. 488,COMMERCIAL B,309,5990 Jessica Vista Apt. 488 LAND TR Fee Owner,"$592,115 ","$77,462 ",$0 ,$0.00 ,$0.00 ,$0.00 
729 Smith Valleys Suite 813,RESIDENTIAL,504,729 Smith Valleys Suite 813 LAND TR Fee Owner,"$952,078 ","$86,329 ",$0 ,$0.00 ,$0.00 ,$0.00 
5583 Harold Way,COMMERCIAL A,545,5583 Harold Way LAND TR Fee Owner,"$992,754 ","$73,756 ",$0 ,$0.00 ,$0.00 ,$0.00 
053 Mary Dale,RESIDENTIAL,428,053 Mary Dale LAND TR Fee Owner,"$673,442 ","$13,105 ",$0 ,$0.00 ,$0.00 ,$0.00 
1175 Abigail Dale,COMMERCIAL B,140,1175 Abigail Dale LAND TR Fee Owner,"$150,659 ","$59,544 ",$0 ,$0.00 ,$0.00 ,$0.00 
132 Emily Mountains Suite 397,RESIDENTIAL,177,132 Emily Mountains Suite 397 LAND TR Fee Owner,"$126,774 ","$96,057 ",$0 ,$0.00 ,$0.00 ,$0.00 
034 Austin Mews,RESIDENTIAL,977,034 Austin Mews LAND TR Fee Owner,"$524,521 ","$79,626 ",$0 ,$0.00 ,$0.00 ,$0.00 
15516 Elijah Keys,COMMERCIAL B,441,15516 Elijah Keys LAND TR Fee Owner,"$270,213 ","$32,895 ",$0 ,$0.00 ,$0.00 ,$0.00 
30636 Allen Plaza Apt. 294,COMMERCIAL B,731,30636 Allen Plaza Apt. 294 LAND TR Fee Owner,"$266,124 ","$52,188 ",$0 ,$0.00 ,$0.00 ,$0.00 
2946 Bonilla Spring Apt. 456,COMMERCIAL A,361,2946 Bonilla Spring Apt. 456 LAND TR Fee Owner,"$681,248 ","$55,819 ",$0 ,$0.00 ,$0.00 ,$0.00 
46643 Woods Isle,RESIDENTIAL,421,46643 Woods Isle LAND TR Fee Owner,"$140,651 ","$61,664 ",$0 ,$0.00 ,$0.00 ,$0.00 
177 Heather Ways Suite 642,RESIDENTIAL,837,177 Heather Ways Suite 642 LAND TR Fee Owner,"$914,872 ","$32,059 ",$0 ,$0.00 ,$0.00 ,$0.00 
4182 Moss Freeway Suite 464,COMMERCIAL A,787,4182 Moss Freeway Suite 464 LAND TR Fee Owner,"$749,197 ","$12,604 ",$0 ,$0.00 ,$0.00 ,$0.00 
279 Delacruz Circles,RESIDENTIAL,385,279 Delacruz Circles LAND TR Fee Owner,"$295,484 ","$54,952 ",$0 ,$0.00 ,$0.00 ,$0.00 
4464 Robert Villages,COMMERCIAL B,824,4464 Robert Villages LAND TR Fee Owner,"$423,290 ","$18,572 ",$0 ,$0.00 ,$0.00 ,$0.00 
83866 Wolf Meadows Suite 127,COMMERCIAL B,946,83866 Wolf Meadows Suite 127 LAND TR Fee Owner,"$694,377 ","$54,576 ",$0 ,$0.00 ,$0.00 ,$0.00 
313 Quinn Springs Suite 335,COMMERCIAL B,216,313 Quinn Springs Suite 335 LAND TR Fee Owner,"$455,213 ","$79,171 ",$0 ,$0.00 ,$0.00 ,$0.00 
092 Wells Roads,COMMERCIAL B,835,092 Wells Roads LAND TR Fee Owner,"$215,259 ","$50,114 ",$0 ,$0.00 ,$0.00 ,$0.00 
695 Gonzalez Ranch Apt. 091,COMMERCIAL A,743,695 Gonzalez Ranch Apt. 091 LAND TR Fee Owner,"$632,624 ","$47,359 ",$0 ,$0.00 ,$0.00 ,$0.00 
130 Laura Radial,COMMERCIAL A,675,130 Laura Radial LAND TR Fee Owner,"$837,539 ","$29,345 ",$0 ,$0.00 ,$0.00 ,$0.00 
7888 Jillian Oval Apt. 348,RESIDENTIAL,487,7888 Jillian Oval Apt. 348 LAND TR Fee Owner,"$232,059 ","$67,990 ",$0 ,$0.00 ,$0.00 ,$0.00 
793 Amanda Village Apt. 106,COMMERCIAL A,876,793 Amanda Village Apt. 106 LAND TR Fee Owner,"$431,364 ","$24,115 ",$0 ,$0.00 ,$0.00 ,$0.00 
9129 David Lodge,COMMERCIAL A,160,9129 David Lodge LAND TR Fee Owner,"$610,645 ","$30,038 ",$0 ,$0.00 ,$0.00 ,$0.00 
2736 Fox Expressway Apt. 191,COMMERCIAL B,659,2736 Fox Expressway Apt. 191 LAND TR Fee Owner,"$945,960 ","$23,682 ",$0 ,$0.00 ,$0.00 ,$0.00 
90579 Curtis Cove Apt. 085,COMMERCIAL B,257,90579 Curtis Cove Apt. 085 LAND TR Fee Owner,"$640,330 ","$71,480 ",$0 ,$0.00 ,$0.00 ,$0.00 
951 Montgomery Track Suite 340,COMMERCIAL A,490,951 Montgomery Track Suite 340 LAND TR Fee Owner,"$621,150 ","$42,491 ",$0 ,$0.00 ,$0.00 ,$0.00 
8950 Thomas Islands Apt. 065,COMMERCIAL B,764,8950 Thomas Islands Apt. 065 LAND TR Fee Owner,"$224,882 ","$81,847 ",$0 ,$0.00 ,$0.00 ,$0.00 
139 Sanford Mountain,COMMERCIAL A,258,139 Sanford Mountain LAND TR Fee Owner,"$587,505 ","$56,271 ",$0 ,$0.00 ,$0.00 ,$0.00 
1266 Hicks Mountain,COMMERCIAL B,175,1266 Hicks Mountain LAND TR Fee Owner,"$282,564 ","$88,992 ",$0 ,$0.00 ,$0.00 ,$0.00 
3296 Allison Squares Suite 283,RESIDENTIAL,860,3296 Allison Squares Suite 283 LAND TR Fee Owner,"$921,903 ","$65,772 ",$0 ,$0.00 ,$0.00 ,$0.00 
0280 Davis Manor,RESIDENTIAL,515,0280 Davis Manor LAND TR Fee Owner,"$459,664 ","$64,049 ",$0 ,$0.00 ,$0.00 ,$0.00 
01561 Bailey Shores,RESIDENTIAL,857,01561 Bailey Shores LAND TR Fee Owner,"$755,697 ","$93,554 ",$0 ,$0.00 ,$0.00 ,$0.00 
193 Brian Road Suite 480,COMMERCIAL A,178,193 Brian Road Suite 480 LAND TR Fee Owner,"$287,330 ","$44,448 ",$0 ,$0.00 ,$0.00 ,$0.00 
7895 Michelle Club,RESIDENTIAL,620,7895 Michelle Club LAND TR Fee Owner,"$994,923 ","$38,243 ",$0 ,$0.00 ,$0.00 ,$0.00 
1540 Wesley Creek Apt. 896,COMMERCIAL B,494,1540 Wesley Creek Apt. 896 LAND TR Fee Owner,"$194,835 ","$54,296 ",$0 ,$0.00 ,$0.00 ,$0.00 
653 Eric Brook Apt. 267,COMMERCIAL A,199,653 Eric Brook Apt. 267 LAND TR Fee Owner,"$846,663 ","$90,958 ",$0 ,$0.00 ,$0.00 ,$0.00 
5945 Sean Islands Suite 965,COMMERCIAL B,327,5945 Sean Islands Suite 965 LAND TR Fee Owner,"$396,009 ","$92,827 ",$0 ,$0.00 ,$0.00 ,$0.00 
71367 Christopher Shoals,COMMERCIAL B,856,71367 Christopher Shoals LAND TR Fee Owner,"$887,381 ","$65,179 ",$0 ,$0.00 ,$0.00 ,$0.00 
4289 Julia Road Apt. 327,COMMERCIAL B,696,4289 Julia Road Apt. 327 LAND TR Fee Owner,"$703,979 ","$29,207 ",$0 ,$0.00 ,$0.00 ,$0.00 
8743 David Port,COMMERCIAL A,781,8743 David Port LAND TR Fee Owner,"$150,859 ","$49,750 ",$0 ,$0.00 ,$0.00 ,$0.00 
75936 Heather Ridge Apt. 355,COMMERCIAL B,925,75936 Heather Ridge Apt. 355 LAND TR Fee Owner,"$819,827 ","$29,415 ",$0 ,$0.00 ,$0.00 ,$0.00 
5804 Maria Parks Suite 905,COMMERCIAL A,643,5804 Maria Parks Suite 905 LAND TR Fee Owner,"$630,353 ","$50,749 ",$0 ,$0.00 ,$0.00 ,$0.00 
78921 Amy Crossroad Suite 089,RESIDENTIAL,710,78921 Amy Crossroad Suite 089 LAND TR Fee Owner,"$858,081 ","$79,884 ",$0 ,$0.00 ,$0.00 ,$0.00 
52199 Kelly Lane,RESIDENTIAL,721,52199 Kelly Lane LAND TR Fee Owner,"$163,063 ","$72,523 ",$0 ,$0.00 ,$0.00 ,$0.00 
034 Martin Avenue Apt. 358,COMMERCIAL B,393,034 Martin Avenue Apt. 358 LAND TR Fee Owner,"$481,194 ","$20,566 ",$0 ,$0.00 ,$0.00 ,$0.00 
60423 Weaver Trace,RESIDENTIAL,380,60423 Weaver Trace LAND TR Fee Owner,"$455,579 ","$77,270 ",$0 ,$0.00 ,$0.00 ,$0.00 
827 Julia Stream Apt. 436,COMMERCIAL A,809,827 Julia Stream Apt. 436 LAND TR Fee Owner,"$330,920 ","$78,919 ",$0 ,$0.00 ,$0.00 ,$0.00 
76251 Powell Drives,COMMERCIAL A,337,76251 Powell Drives LAND TR Fee Owner,"$892,401 ","$61,118 ",$0 ,$0.00 ,$0.00 ,$0.00 
6298 Scott Points Suite 017,RESIDENTIAL,827,6298 Scott Points Suite 017 LAND TR Fee Owner,"$556,554 ","$34,489 ",$0 ,$0.00 ,$0.00 ,$0.00 
20713 Chase Mills,COMMERCIAL A,768,20713 Chase Mills LAND TR Fee Owner,"$531,085 ","$25,464 ",$0 ,$0.00 ,$0.00 ,$0.00 
6444 Thornton Spurs Apt. 481,COMMERCIAL A,522,6444 Thornton Spurs Apt. 481 LAND TR Fee Owner,"$573,336 ","$40,828 ",$0 ,$0.00 ,$0.00 ,$0.00 
06563 Mullen Courts,COMMERCIAL B,244,06563 Mullen Courts LAND TR Fee Owner,"$607,169 ","$44,300 ",$0 ,$0.00 ,$0.00 ,$0.00 
46369 Amanda Route,RESIDENTIAL,643,46369 Amanda Route LAND TR Fee Owner,"$561,792 ","$36,458 ",$0 ,$0.00 ,$0.00 ,$0.00 
