Address,Property Type,Sq. Ft.,Owner,Market Value,Assessed Value,Tax,Penalty,Interest,Total
2327 MAIN ST,RESIDENTIAL B,"8,751",2327 MAIN ST LAND TR Fee Owner,"$354,032","$79,109",$0,$0.00,$0.00,$0.00
5144 MAIN ST,RESIDENTIAL A,"4,457",5144 MAIN ST LAND TR Fee Owner,"$508,028","$74,617",$0,$0.00,$0.00,$0.00
5230 MAIN ST,RESIDENTIAL B,"5,490",5230 MAIN ST LAND TR Fee Owner,"$239,054","$182,085",$0,$0.00,$0.00,$0.00
1073 MAIN ST,COMMERCIAL B,"2,748",1073 MAIN ST LAND TR Fee Owner,"$605,653","$8,648",$0,$0.00,$0.00,$0.00
5855 MAIN ST,COMMERCIAL B,"2,417",5855 MAIN ST LAND TR Fee Owner,"$883,476","$140,637",$0,$0.00,$0.00,$0.00
1758 MAIN ST,RESIDENTIAL B,"1,909",1758 MAIN ST LAND TR Fee Owner,"$611,624","$191,028",$0,$0.00,$0.00,$0.00
1817 MAIN ST,RESIDENTIAL B,"1,958",1817 MAIN ST LAND TR Fee Owner,"$466,925","$53,492",$0,$0.00,$0.00,$0.00
8104 MAIN ST,RESIDENTIAL B,"6,914",8104 MAIN ST LAND TR Fee Owner,"$927,986","$113,019",$0,$0.00,$0.00,$0.00
8496 MAIN ST,COMMERCIAL B,"8,652",8496 MAIN ST LAND TR Fee Owner,"$515,487","$52,988",$0,$0.00,$0.00,$0.00
2162 MAIN ST,COMMERCIAL B,"4,207",2162 MAIN ST LAND TR Fee Owner,"$773,677","$89,398",$0,$0.00,$0.00,$0.00
6851 MAIN ST,RESIDENTIAL A,"7,577",6851 MAIN ST LAND TR Fee Owner,"$426,965","$27,404",$0,$0.00,$0.00,$0.00
6483 MAIN ST,COMMERCIAL B,"7,491",6483 MAIN ST LAND TR Fee Owner,"$538,341","$103,120",$0,$0.00,$0.00,$0.00
4558 MAIN ST,RESIDENTIAL A,"4,872",4558 MAIN ST LAND TR Fee Owner,"$704,352","$67,368",$0,$0.00,$0.00,$0.00
1707 MAIN ST,COMMERCIAL A,"9,425",1707 MAIN ST LAND TR Fee Owner,"$280,986","$193,781",$0,$0.00,$0.00,$0.00
4816 MAIN ST,RESIDENTIAL A,"9,324",4816 MAIN ST LAND TR Fee Owner,"$536,034","$66,721",$0,$0.00,$0.00,$0.00
2728 MAIN ST,COMMERCIAL A,"5,202",2728 MAIN ST LAND TR Fee Owner,"$790,287","$188,208",$0,$0.00,$0.00,$0.00
2083 MAIN ST,COMMERCIAL B,"6,781",2083 MAIN ST LAND TR Fee Owner,"$93,992","$27,907",$0,$0.00,$0.00,$0.00
4540 MAIN ST,RESIDENTIAL A,"9,872",4540 MAIN ST LAND TR Fee Owner,"$466,401","$156,997",$0,$0.00,$0.00,$0.00
1394 MAIN ST,COMMERCIAL B,"7,838",1394 MAIN ST LAND TR Fee Owner,"$104,549","$122,749",$0,$0.00,$0.00,$0.00
8245 MAIN ST,COMMERCIAL B,"2,995",8245 MAIN ST LAND TR Fee Owner,"$234,511","$193,076",$0,$0.00,$0.00,$0.00
4653 MAIN ST,RESIDENTIAL B,"5,340",4653 MAIN ST LAND TR Fee Owner,"$615,635","$123,723",$0,$0.00,$0.00,$0.00
8131 MAIN ST,RESIDENTIAL A,"2,238",8131 MAIN ST LAND TR Fee Owner,"$861,408","$17,084",$0,$0.00,$0.00,$0.00
4017 MAIN ST,COMMERCIAL B,"7,563",4017 MAIN ST LAND TR Fee Owner,"$957,432","$174,814",$0,$0.00,$0.00,$0.00
5834 MAIN ST,RESIDENTIAL A,"3,017",5834 MAIN ST LAND TR Fee Owner,"$784,181","$58,451",$0,$0.00,$0.00,$0.00
3985 MAIN ST,RESIDENTIAL A,"2,411",3985 MAIN ST LAND TR Fee Owner,"$835,172","$93,904",$0,$0.00,$0.00,$0.00
4125 MAIN ST,RESIDENTIAL A,"5,071",4125 MAIN ST LAND TR Fee Owner,"$509,974","$198,223",$0,$0.00,$0.00,$0.00
7879 MAIN ST,RESIDENTIAL A,"6,991",7879 MAIN ST LAND TR Fee Owner,"$545,262","$130,723",$0,$0.00,$0.00,$0.00
9539 MAIN ST,RESIDENTIAL B,"2,582",9539 MAIN ST LAND TR Fee Owner,"$329,585","$181,564",$0,$0.00,$0.00,$0.00
5524 MAIN ST,RESIDENTIAL A,"5,494",5524 MAIN ST LAND TR Fee Owner,"$636,957","$66,450",$0,$0.00,$0.00,$0.00
7649 MAIN ST,RESIDENTIAL B,"7,439",7649 MAIN ST LAND TR Fee Owner,"$354,777","$112,434",$0,$0.00,$0.00,$0.00
7503 MAIN ST,RESIDENTIAL A,"1,478",7503 MAIN ST LAND TR Fee Owner,"$169,449","$119,546",$0,$0.00,$0.00,$0.00
7691 MAIN ST,RESIDENTIAL B,"7,799",7691 MAIN ST LAND TR Fee Owner,"$604,202","$145,487",$0,$0.00,$0.00,$0.00
7048 MAIN ST,RESIDENTIAL A,"1,929",7048 MAIN ST LAND TR Fee Owner,"$732,564","$45,768",$0,$0.00,$0.00,$0.00
1655 MAIN ST,RESIDENTIAL B,"6,346",1655 MAIN ST LAND TR Fee Owner,"$150,662","$56,445",$0,$0.00,$0.00,$0.00
1442 MAIN ST,RESIDENTIAL A,"2,598",1442 MAIN ST LAND TR Fee Owner,"$396,292","$34,541",$0,$0.00,$0.00,$0.00
4167 MAIN ST,RESIDENTIAL A,"4,287",4167 MAIN ST LAND TR Fee Owner,"$624,174","$156,501",$0,$0.00,$0.00,$0.00
1937 MAIN ST,COMMERCIAL B,"6,346",1937 MAIN ST LAND TR Fee Owner,"$946,015","$192,663",$0,$0.00,$0.00,$0.00
3186 MAIN ST,COMMERCIAL B,"1,782",3186 MAIN ST LAND TR Fee Owner,"$222,616","$17,585",$0,$0.00,$0.00,$0.00
7359 MAIN ST,RESIDENTIAL A,"7,642",7359 MAIN ST LAND TR Fee Owner,"$116,775","$198,598",$0,$0.00,$0.00,$0.00
7232 MAIN ST,COMMERCIAL A,"4,660",7232 MAIN ST LAND TR Fee Owner,"$744,660","$138,674",$0,$0.00,$0.00,$0.00
6835 MAIN ST,RESIDENTIAL B,"6,942",6835 MAIN ST LAND TR Fee Owner,"$937,882","$188,469",$0,$0.00,$0.00,$0.00
2318 MAIN ST,RESIDENTIAL A,"5,355",2318 MAIN ST LAND TR Fee Owner,"$727,320","$133,152",$0,$0.00,$0.00,$0.00
5373 MAIN ST,COMMERCIAL A,"5,240",5373 MAIN ST LAND TR Fee Owner,"$913,253","$174,505",$0,$0.00,$0.00,$0.00
6429 MAIN ST,COMMERCIAL B,"4,398",6429 MAIN ST LAND TR Fee Owner,"$768,126","$132,918",$0,$0.00,$0.00,$0.00
1589 MAIN ST,COMMERCIAL A,"3,041",1589 MAIN ST LAND TR Fee Owner,"$155,731","$117,111",$0,$0.00,$0.00,$0.00
9185 MAIN ST,COMMERCIAL A,"3,621",9185 MAIN ST LAND TR Fee Owner,"$146,957","$160,301",$0,$0.00,$0.00,$0.00
7633 MAIN ST,COMMERCIAL B,"1,575",7633 MAIN ST LAND TR Fee Owner,"$133,462","$181,162",$0,$0.00,$0.00,$0.00
5951 MAIN ST,RESIDENTIAL A,"3,201",5951 MAIN ST LAND TR Fee Owner,"$625,911","$75,243",$0,$0.00,$0.00,$0.00
6500 MAIN ST,COMMERCIAL B,"2,478",6500 MAIN ST LAND TR Fee Owner,"$665,274","$5,992",$0,$0.00,$0.00,$0.00
4049 MAIN ST,COMMERCIAL B,"3,731",4049 MAIN ST LAND TR Fee Owner,"$355,677","$171,847",$0,$0.00,$0.00,$0.00
4650 MAIN ST,COMMERCIAL B,"6,542",4650 MAIN ST LAND TR Fee Owner,"$396,789","$8,370",$0,$0.00,$0.00,$0.00
4686 MAIN ST,COMMERCIAL A,"4,768",4686 MAIN ST LAND TR Fee Owner,"$626,254","$193,743",$0,$0.00,$0.00,$0.00
3167 MAIN ST,COMMERCIAL A,"8,345",3167 MAIN ST LAND TR Fee Owner,"$309,685","$100,618",$0,$0.00,$0.00,$0.00
5937 MAIN ST,COMMERCIAL B,"7,945",5937 MAIN ST LAND TR Fee Owner,"$533,418","$145,966",$0,$0.00,$0.00,$0.00
6780 MAIN ST,RESIDENTIAL A,"6,048",6780 MAIN ST LAND TR Fee Owner,"$291,727","$181,583",$0,$0.00,$0.00,$0.00
2868 MAIN ST,RESIDENTIAL B,"8,974",2868 MAIN ST LAND TR Fee Owner,"$476,576","$171,080",$0,$0.00,$0.00,$0.00
3711 MAIN ST,COMMERCIAL B,"8,086",3711 MAIN ST LAND TR Fee Owner,"$92,251","$64,978",$0,$0.00,$0.00,$0.00
2959 MAIN ST,COMMERCIAL A,"8,759",2959 MAIN ST LAND TR Fee Owner,"$689,067","$185,330",$0,$0.00,$0.00,$0.00
4747 MAIN ST,RESIDENTIAL B,"9,074",4747 MAIN ST LAND TR Fee Owner,"$620,806","$165,304",$0,$0.00,$0.00,$0.00
6038 MAIN ST,RESIDENTIAL B,"5,079",6038 MAIN ST LAND TR Fee Owner,"$980,211","$158,195",$0,$0.00,$0.00,$0.00
2022 MAIN ST,RESIDENTIAL B,"2,491",2022 MAIN ST LAND TR Fee Owner,"$392,797","$27,472",$0,$0.00,$0.00,$0.00
6632 MAIN ST,RESIDENTIAL A,"7,713",6632 MAIN ST LAND TR Fee Owner,"$335,109","$113,626",$0,$0.00,$0.00,$0.00
6894 MAIN ST,RESIDENTIAL A,"3,389",6894 MAIN ST LAND TR Fee Owner,"$356,322","$109,410",$0,$0.00,$0.00,$0.00
4436 MAIN ST,RESIDENTIAL A,"8,540",4436 MAIN ST LAND TR Fee Owner,"$923,084","$184,346",$0,$0.00,$0.00,$0.00
3446 MAIN ST,RESIDENTIAL B,"2,975",3446 MAIN ST LAND TR Fee Owner,"$899,616","$6,237",$0,$0.00,$0.00,$0.00
9369 MAIN ST,RESIDENTIAL B,"5,674",9369 MAIN ST LAND TR Fee Owner,"$961,521","$32,968",$0,$0.00,$0.00,$0.00
6641 MAIN ST,RESIDENTIAL B,"6,998",6641 MAIN ST LAND TR Fee Owner,"$470,948","$175,459",$0,$0.00,$0.00,$0.00
7447 MAIN ST,RESIDENTIAL B,"8,079",7447 MAIN ST LAND TR Fee Owner,"$969,067","$21,046",$0,$0.00,$0.00,$0.00
5948 MAIN ST,COMMERCIAL B,"6,215",5948 MAIN ST LAND TR Fee Owner,"$56,820","$72,143",$0,$0.00,$0.00,$0.00
2488 MAIN ST,RESIDENTIAL B,"7,812",2488 MAIN ST LAND TR Fee Owner,"$226,751","$188,679",$0,$0.00,$0.00,$0.00
5649 MAIN ST,COMMERCIAL B,"3,462",5649 MAIN ST LAND TR Fee Owner,"$648,730","$187,659",$0,$0.00,$0.00,$0.00
7356 MAIN ST,RESIDENTIAL A,"8,349",7356 MAIN ST LAND TR Fee Owner,"$625,209","$85,801",$0,$0.00,$0.00,$0.00
1365 MAIN ST,RESIDENTIAL B,"2,011",1365 MAIN ST LAND TR Fee Owner,"$548,234","$145,541",$0,$0.00,$0.00,$0.00
1332 MAIN ST,COMMERCIAL A,"9,677",1332 MAIN ST LAND TR Fee Owner,"$455,859","$178,683",$0,$0.00,$0.00,$0.00
3514 MAIN ST,RESIDENTIAL B,"3,040",3514 MAIN ST LAND TR Fee Owner,"$104,390","$57,827",$0,$0.00,$0.00,$0.00
7075 MAIN ST,COMMERCIAL B,"4,482",7075 MAIN ST LAND TR Fee Owner,"$238,263","$136,655",$0,$0.00,$0.00,$0.00
7229 MAIN ST,RESIDENTIAL A,"3,091",7229 MAIN ST LAND TR Fee Owner,"$138,349","$19,060",$0,$0.00,$0.00,$0.00
8215 MAIN ST,COMMERCIAL A,"1,920",8215 MAIN ST LAND TR Fee Owner,"$683,515","$53,582",$0,$0.00,$0.00,$0.00
8424 MAIN ST,COMMERCIAL B,"3,308",8424 MAIN ST LAND TR Fee Owner,"$897,902","$175,202",$0,$0.00,$0.00,$0.00
2862 MAIN ST,COMMERCIAL A,"8,894",2862 MAIN ST LAND TR Fee Owner,"$299,710","$10,545",$0,$0.00,$0.00,$0.00
5420 MAIN ST,RESIDENTIAL A,"1,564",5420 MAIN ST LAND TR Fee Owner,"$459,124","$54,159",$0,$0.00,$0.00,$0.00
9793 MAIN ST,RESIDENTIAL B,"3,225",9793 MAIN ST LAND TR Fee Owner,"$631,796","$181,778",$0,$0.00,$0.00,$0.00
3889 MAIN ST,COMMERCIAL B,"7,793",3889 MAIN ST LAND TR Fee Owner,"$270,128","$24,940",$0,$0.00,$0.00,$0.00
9950 MAIN ST,RESIDENTIAL B,"1,446",9950 MAIN ST LAND TR Fee Owner,"$608,245","$177,228",$0,$0.00,$0.00,$0.00
2065 MAIN ST,RESIDENTIAL A,"5,272",2065 MAIN ST LAND TR Fee Owner,"$704,726","$145,462",$0,$0.00,$0.00,$0.00
5938 MAIN ST,RESIDENTIAL A,"8,496",5938 MAIN ST LAND TR Fee Owner,"$779,156","$164,315",$0,$0.00,$0.00,$0.00
9778 MAIN ST,RESIDENTIAL B,"8,688",9778 MAIN ST LAND TR Fee Owner,"$213,544","$192,034",$0,$0.00,$0.00,$0.00
9329 MAIN ST,COMMERCIAL A,"8,149",9329 MAIN ST LAND TR Fee Owner,"$503,361","$114,697",$0,$0.00,$0.00,$0.00
1240 MAIN ST,RESIDENTIAL A,"1,487",1240 MAIN ST LAND TR Fee Owner,"$892,361","$5,633",$0,$0.00,$0.00,$0.00
2700 MAIN ST,COMMERCIAL A,"9,101",2700 MAIN ST LAND TR Fee Owner,"$379,778","$42,042",$0,$0.00,$0.00,$0.00
1182 MAIN ST,COMMERCIAL A,"7,523",1182 MAIN ST LAND TR Fee Owner,"$172,535","$24,241",$0,$0.00,$0.00,$0.00
4672 MAIN ST,COMMERCIAL A,"6,612",4672 MAIN ST LAND TR Fee Owner,"$340,240","$51,101",$0,$0.00,$0.00,$0.00
6064 MAIN ST,RESIDENTIAL A,"7,342",6064 MAIN ST LAND TR Fee Owner,"$962,064","$106,721",$0,$0.00,$0.00,$0.00
2525 MAIN ST,RESIDENTIAL A,"6,928",2525 MAIN ST LAND TR Fee Owner,"$416,253","$7,158",$0,$0.00,$0.00,$0.00
4501 MAIN ST,RESIDENTIAL A,"3,483",4501 MAIN ST LAND TR Fee Owner,"$408,101","$186,628",$0,$0.00,$0.00,$0.00
8272 MAIN ST,RESIDENTIAL B,"9,833",8272 MAIN ST LAND TR Fee Owner,"$520,239","$19,664",$0,$0.00,$0.00,$0.00
4138 MAIN ST,COMMERCIAL B,"1,874",4138 MAIN ST LAND TR Fee Owner,"$813,529","$99,945",$0,$0.00,$0.00,$0.00
4683 MAIN ST,RESIDENTIAL A,"2,157",4683 MAIN ST LAND TR Fee Owner,"$613,335","$8,471",$0,$0.00,$0.00,$0.00
4511 MAIN ST,COMMERCIAL A,"8,084",4511 MAIN ST LAND TR Fee Owner,"$425,183","$78,853",$0,$0.00,$0.00,$0.00
4183 MAIN ST,RESIDENTIAL A,"5,035",4183 MAIN ST LAND TR Fee Owner,"$824,776","$70,130",$0,$0.00,$0.00,$0.00
6237 MAIN ST,RESIDENTIAL A,"3,015",6237 MAIN ST LAND TR Fee Owner,"$461,821","$133,825",$0,$0.00,$0.00,$0.00
6784 MAIN ST,COMMERCIAL A,"4,601",6784 MAIN ST LAND TR Fee Owner,"$992,500","$178,217",$0,$0.00,$0.00,$0.00
5200 MAIN ST,RESIDENTIAL B,"5,710",5200 MAIN ST LAND TR Fee Owner,"$53,112","$73,161",$0,$0.00,$0.00,$0.00
1546 MAIN ST,RESIDENTIAL B,"9,434",1546 MAIN ST LAND TR Fee Owner,"$822,266","$15,072",$0,$0.00,$0.00,$0.00
7546 MAIN ST,COMMERCIAL B,"6,125",7546 MAIN ST LAND TR Fee Owner,"$660,021","$99,497",$0,$0.00,$0.00,$0.00
1474 MAIN ST,RESIDENTIAL B,"3,815",1474 MAIN ST LAND TR Fee Owner,"$841,919","$57,835",$0,$0.00,$0.00,$0.00
9503 MAIN ST,COMMERCIAL A,"6,218",9503 MAIN ST LAND TR Fee Owner,"$965,543","$176,232",$0,$0.00,$0.00,$0.00
9642 MAIN ST,RESIDENTIAL B,"8,435",9642 MAIN ST LAND TR Fee Owner,"$556,364","$163,062",$0,$0.00,$0.00,$0.00
9725 MAIN ST,COMMERCIAL B,"3,346",9725 MAIN ST LAND TR Fee Owner,"$525,617","$22,503",$0,$0.00,$0.00,$0.00
5100 MAIN ST,COMMERCIAL B,"6,712",5100 MAIN ST LAND TR Fee Owner,"$495,371","$73,805",$0,$0.00,$0.00,$0.00
8035 MAIN ST,RESIDENTIAL A,"5,737",8035 MAIN ST LAND TR Fee Owner,"$618,533","$55,025",$0,$0.00,$0.00,$0.00
1761 MAIN ST,RESIDENTIAL A,"5,575",1761 MAIN ST LAND TR Fee Owner,"$234,226","$21,396",$0,$0.00,$0.00,$0.00
9074 MAIN ST,COMMERCIAL A,"9,047",9074 MAIN ST LAND TR Fee Owner,"$174,509","$106,309",$0,$0.00,$0.00,$0.00
5131 MAIN ST,COMMERCIAL B,"2,829",5131 MAIN ST LAND TR Fee Owner,"$354,580","$191,358",$0,$0.00,$0.00,$0.00
3310 MAIN ST,COMMERCIAL A,"4,773",3310 MAIN ST LAND TR Fee Owner,"$209,635","$34,401",$0,$0.00,$0.00,$0.00
6741 MAIN ST,COMMERCIAL A,"7,384",6741 MAIN ST LAND TR Fee Owner,"$865,732","$33,884",$0,$0.00,$0.00,$0.00
6233 MAIN ST,COMMERCIAL B,"1,043",6233 MAIN ST LAND TR Fee Owner,"$606,982","$116,965",$0,$0.00,$0.00,$0.00
7968 MAIN ST,COMMERCIAL B,"6,930",7968 MAIN ST LAND TR Fee Owner,"$818,389","$36,554",$0,$0.00,$0.00,$0.00
1352 MAIN ST,RESIDENTIAL B,"1,284",1352 MAIN ST LAND TR Fee Owner,"$216,816","$22,287",$0,$0.00,$0.00,$0.00
7058 MAIN ST,COMMERCIAL A,"7,004",7058 MAIN ST LAND TR Fee Owner,"$174,001","$194,934",$0,$0.00,$0.00,$0.00
8026 MAIN ST,RESIDENTIAL B,"5,908",8026 MAIN ST LAND TR Fee Owner,"$717,373","$90,269",$0,$0.00,$0.00,$0.00
7359 MAIN ST,RESIDENTIAL A,"6,609",7359 MAIN ST LAND TR Fee Owner,"$336,524","$197,673",$0,$0.00,$0.00,$0.00
8222 MAIN ST,COMMERCIAL B,"8,235",8222 MAIN ST LAND TR Fee Owner,"$66,396","$7,458",$0,$0.00,$0.00,$0.00
3738 MAIN ST,COMMERCIAL A,"6,468",3738 MAIN ST LAND TR Fee Owner,"$657,905","$170,976",$0,$0.00,$0.00,$0.00
1531 MAIN ST,COMMERCIAL A,"1,282",1531 MAIN ST LAND TR Fee Owner,"$708,378","$150,521",$0,$0.00,$0.00,$0.00
7656 MAIN ST,COMMERCIAL A,"8,402",7656 MAIN ST LAND TR Fee Owner,"$820,740","$182,609",$0,$0.00,$0.00,$0.00
8978 MAIN ST,COMMERCIAL A,"2,594",8978 MAIN ST LAND TR Fee Owner,"$755,201","$193,653",$0,$0.00,$0.00,$0.00
1990 MAIN ST,COMMERCIAL A,"8,775",1990 MAIN ST LAND TR Fee Owner,"$234,691","$12,219",$0,$0.00,$0.00,$0.00
3044 MAIN ST,COMMERCIAL B,"8,959",3044 MAIN ST LAND TR Fee Owner,"$244,501","$107,206",$0,$0.00,$0.00,$0.00
2828 MAIN ST,COMMERCIAL B,"2,738",2828 MAIN ST LAND TR Fee Owner,"$501,095","$108,908",$0,$0.00,$0.00,$0.00
3446 MAIN ST,RESIDENTIAL B,"8,297",3446 MAIN ST LAND TR Fee Owner,"$815,947","$70,593",$0,$0.00,$0.00,$0.00
4817 MAIN ST,RESIDENTIAL B,"2,234",4817 MAIN ST LAND TR Fee Owner,"$789,900","$153,103",$0,$0.00,$0.00,$0.00
8540 MAIN ST,RESIDENTIAL B,"5,184",8540 MAIN ST LAND TR Fee Owner,"$945,762","$199,226",$0,$0.00,$0.00,$0.00
2592 MAIN ST,COMMERCIAL A,"8,427",2592 MAIN ST LAND TR Fee Owner,"$151,740","$65,963",$0,$0.00,$0.00,$0.00
5435 MAIN ST,COMMERCIAL A,"2,031",5435 MAIN ST LAND TR Fee Owner,"$247,604","$51,764",$0,$0.00,$0.00,$0.00
9834 MAIN ST,RESIDENTIAL B,"6,075",9834 MAIN ST LAND TR Fee Owner,"$612,808","$26,184",$0,$0.00,$0.00,$0.00
1272 MAIN ST,RESIDENTIAL A,"2,525",1272 MAIN ST LAND TR Fee Owner,"$424,379","$8,248",$0,$0.00,$0.00,$0.00
8346 MAIN ST,RESIDENTIAL B,"3,870",8346 MAIN ST LAND TR Fee Owner,"$557,325","$144,612",$0,$0.00,$0.00,$0.00
9189 MAIN ST,COMMERCIAL A,"9,454",9189 MAIN ST LAND TR Fee Owner,"$673,864","$95,411",$0,$0.00,$0.00,$0.00
4623 MAIN ST,RESIDENTIAL A,"9,525",4623 MAIN ST LAND TR Fee Owner,"$720,129","$60,191",$0,$0.00,$0.00,$0.00
9970 MAIN ST,RESIDENTIAL B,"7,542",9970 MAIN ST LAND TR Fee Owner,"$177,170","$140,989",$0,$0.00,$0.00,$0.00
7965 MAIN ST,RESIDENTIAL B,"9,968",7965 MAIN ST LAND TR Fee Owner,"$157,696","$136,000",$0,$0.00,$0.00,$0.00
6412 MAIN ST,COMMERCIAL B,"3,221",6412 MAIN ST LAND TR Fee Owner,"$970,224","$121,104",$0,$0.00,$0.00,$0.00
6126 MAIN ST,COMMERCIAL A,"7,396",6126 MAIN ST LAND TR Fee Owner,"$509,056","$167,436",$0,$0.00,$0.00,$0.00
3794 MAIN ST,RESIDENTIAL A,"4,896",3794 MAIN ST LAND TR Fee Owner,"$493,436","$199,005",$0,$0.00,$0.00,$0.00
3258 MAIN ST,RESIDENTIAL B,"5,373",3258 MAIN ST LAND TR Fee Owner,"$265,081","$52,457",$0,$0.00,$0.00,$0.00
8815 MAIN ST,COMMERCIAL B,"4,443",8815 MAIN ST LAND TR Fee Owner,"$550,219","$48,110",$0,$0.00,$0.00,$0.00
3953 MAIN ST,COMMERCIAL B,"1,687",3953 MAIN ST LAND TR Fee Owner,"$515,040","$109,440",$0,$0.00,$0.00,$0.00
5755 MAIN ST,COMMERCIAL A,"5,403",5755 MAIN ST LAND TR Fee Owner,"$895,806","$128,594",$0,$0.00,$0.00,$0.00
1383 MAIN ST,RESIDENTIAL A,"8,826",1383 MAIN ST LAND TR Fee Owner,"$511,360","$183,669",$0,$0.00,$0.00,$0.00
4057 MAIN ST,RESIDENTIAL A,"1,569",4057 MAIN ST LAND TR Fee Owner,"$228,514","$46,197",$0,$0.00,$0.00,$0.00
5905 MAIN ST,RESIDENTIAL A,"9,029",5905 MAIN ST LAND TR Fee Owner,"$534,593","$26,002",$0,$0.00,$0.00,$0.00
6062 MAIN ST,COMMERCIAL B,"5,457",6062 MAIN ST LAND TR Fee Owner,"$318,133","$89,347",$0,$0.00,$0.00,$0.00
1261 MAIN ST,COMMERCIAL B,"8,334",1261 MAIN ST LAND TR Fee Owner,"$504,814","$150,843",$0,$0.00,$0.00,$0.00
4314 MAIN ST,RESIDENTIAL B,"5,438",4314 MAIN ST LAND TR Fee Owner,"$747,036","$85,903",$0,$0.00,$0.00,$0.00
3619 MAIN ST,COMMERCIAL B,"8,174",3619 MAIN ST LAND TR Fee Owner,"$303,361","$73,422",$0,$0.00,$0.00,$0.00
9795 MAIN ST,RESIDENTIAL A,"6,678",9795 MAIN ST LAND TR Fee Owner,"$919,876","$184,888",$0,$0.00,$0.00,$0.00
3601 MAIN ST,COMMERCIAL B,"6,770",3601 MAIN ST LAND TR Fee Owner,"$314,452","$54,172",$0,$0.00,$0.00,$0.00
4100 MAIN ST,RESIDENTIAL A,"8,516",4100 MAIN ST LAND TR Fee Owner,"$816,984","$81,440",$0,$0.00,$0.00,$0.00
9420 MAIN ST,RESIDENTIAL B,"4,814",9420 MAIN ST LAND TR Fee Owner,"$759,343","$172,922",$0,$0.00,$0.00,$0.00
6787 MAIN ST,RESIDENTIAL A,"1,825",6787 MAIN ST LAND TR Fee Owner,"$297,656","$75,410",$0,$0.00,$0.00,$0.00
1560 MAIN ST,RESIDENTIAL A,"7,589",1560 MAIN ST LAND TR Fee Owner,"$579,405","$137,708",$0,$0.00,$0.00,$0.00
8216 MAIN ST,RESIDENTIAL B,"2,145",8216 MAIN ST LAND TR Fee Owner,"$937,023","$44,595",$0,$0.00,$0.00,$0.00
2318 MAIN ST,RESIDENTIAL B,"6,495",2318 MAIN ST LAND TR Fee Owner,"$126,154","$14,973",$0,$0.00,$0.00,$0.00
1280 MAIN ST,RESIDENTIAL B,"4,012",1280 MAIN ST LAND TR Fee Owner,"$684,513","$61,800",$0,$0.00,$0.00,$0.00
3901 MAIN ST,RESIDENTIAL B,"1,590",3901 MAIN ST LAND TR Fee Owner,"$974,940","$171,701",$0,$0.00,$0.00,$0.00
4379 MAIN ST,RESIDENTIAL A,"5,118",4379 MAIN ST LAND TR Fee Owner,"$393,770","$84,088",$0,$0.00,$0.00,$0.00
2739 MAIN ST,COMMERCIAL B,"8,688",2739 MAIN ST LAND TR Fee Owner,"$959,229","$23,207",$0,$0.00,$0.00,$0.00
6686 MAIN ST,COMMERCIAL A,"4,226",6686 MAIN ST LAND TR Fee Owner,"$975,647","$71,372",$0,$0.00,$0.00,$0.00
8365 MAIN ST,RESIDENTIAL A,"4,516",8365 MAIN ST LAND TR Fee Owner,"$695,826","$107,371",$0,$0.00,$0.00,$0.00
9282 MAIN ST,COMMERCIAL A,"3,402",9282 MAIN ST LAND TR Fee Owner,"$974,480","$178,387",$0,$0.00,$0.00,$0.00
9061 MAIN ST,RESIDENTIAL A,"5,260",9061 MAIN ST LAND TR Fee Owner,"$734,506","$154,718",$0,$0.00,$0.00,$0.00
6070 MAIN ST,COMMERCIAL B,"8,273",6070 MAIN ST LAND TR Fee Owner,"$352,715","$66,650",$0,$0.00,$0.00,$0.00
3752 MAIN ST,COMMERCIAL A,"3,175",3752 MAIN ST LAND TR Fee Owner,"$639,378","$58,383",$0,$0.00,$0.00,$0.00
8915 MAIN ST,COMMERCIAL B,"1,282",8915 MAIN ST LAND TR Fee Owner,"$533,296","$65,710",$0,$0.00,$0.00,$0.00
1559 MAIN ST,COMMERCIAL A,"1,885",1559 MAIN ST LAND TR Fee Owner,"$710,278","$152,666",$0,$0.00,$0.00,$0.00
1568 MAIN ST,COMMERCIAL B,"2,568",1568 MAIN ST LAND TR Fee Owner,"$805,905","$159,586",$0,$0.00,$0.00,$0.00
3200 MAIN ST,COMMERCIAL A,"1,782",3200 MAIN ST LAND TR Fee Owner,"$94,434","$108,339",$0,$0.00,$0.00,$0.00
7205 MAIN ST,RESIDENTIAL B,"6,969",7205 MAIN ST LAND TR Fee Owner,"$82,648","$39,097",$0,$0.00,$0.00,$0.00
4331 MAIN ST,COMMERCIAL A,"9,448",4331 MAIN ST LAND TR Fee Owner,"$706,439","$181,621",$0,$0.00,$0.00,$0.00
2734 MAIN ST,RESIDENTIAL B,"5,468",2734 MAIN ST LAND TR Fee Owner,"$632,131","$85,406",$0,$0.00,$0.00,$0.00
7444 MAIN ST,COMMERCIAL A,"6,388",7444 MAIN ST LAND TR Fee Owner,"$629,954","$62,082",$0,$0.00,$0.00,$0.00
3835 MAIN ST,COMMERCIAL B,"7,542",3835 MAIN ST LAND TR Fee Owner,"$321,564","$62,191",$0,$0.00,$0.00,$0.00
8695 MAIN ST,COMMERCIAL A,"8,499",8695 MAIN ST LAND TR Fee Owner,"$211,383","$136,893",$0,$0.00,$0.00,$0.00
